"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
5798004,-156,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-22","2003-08-23",3,1,1,,,,"7315:476","POLYGON((-156 37,-157 37,-157 38,-156 38,-156 37))"
5798008,-158,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-09","2003-08-12",8,1,1,,,,"7315:477","POLYGON((-157 37,-158 37,-158 38,-157 38,-157 37))"
5797942,-156,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2005-01-18","2005-01-22",3,1,1,,,,"7315:466","POLYGON((-156 36,-157 36,-157 37,-156 37,-156 36))"
5797986,-158,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-20","2004-08-17",96,1,1,,,,"7315:468","POLYGON((-158 36,-159 36,-159 37,-158 37,-158 36))"
5798001,-159,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-03","2003-07-19",41,2,1,,,,"7315:469","POLYGON((-159 36,-160 36,-160 37,-159 37,-159 36))"
5798021,-158,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-06","2004-08-26",33,1,1,,,,"7315:478","POLYGON((-158 37,-159 37,-159 38,-158 38,-158 37))"
5798055,-158,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-27","2004-09-04",25,1,1,,,,"7315:488","POLYGON((-158 38,-159 38,-159 39,-158 39,-158 38))"
5798044,-156,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-15","2003-08-30",18,1,1,,,,"7315:486","POLYGON((-156 38,-157 38,-157 39,-156 39,-156 38))"
5798046,-157,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-13","2003-08-14",4,1,1,,,,"7315:487","POLYGON((-157 38,-158 38,-158 39,-157 39,-157 38))"
5798061,-157,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-10","2004-09-16",11,1,1,,,,"7315:497","POLYGON((-157 39,-158 39,-158 40,-157 40,-157 39))"
5798066,-158,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-05","2004-09-09",15,1,1,,,,"7315:498","POLYGON((-158 39,-159 39,-159 40,-158 40,-158 39))"
5799018,-158,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-17","2004-09-18",4,1,1,,,,"7415:207","POLYGON((-157 40,-158 40,-158 41,-157 41,-157 40))"
5799016,-154,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-22","2003-09-29",6,1,1,,,,"7415:104","POLYGON((-154 40,-155 40,-155 41,-154 41,-154 40))"
5799011,-154,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-29","2003-10-01",3,1,1,,,,"7415:103","POLYGON((-153 40,-154 40,-154 41,-153 41,-153 40))"
5799001,-143,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-10-26","2002-10-30",7,1,1,,,,"7414:103","POLYGON((-143 40,-144 40,-144 41,-143 41,-143 40))"
5799009,-143,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-10-22","2002-10-26",14,1,1,,,,"7414:113","POLYGON((-143 41,-144 41,-144 42,-143 42,-143 41))"
5799006,-142,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-10-20","2002-10-20",5,1,1,,,,"7414:112","POLYGON((-142 41,-143 41,-143 42,-142 42,-142 41))"
5799005,-141,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-10-16","2002-10-18",10,1,1,,,,"7414:111","POLYGON((-141 41,-142 41,-142 42,-141 42,-141 41))"
5799003,-140,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-10-14","2002-10-16",4,1,1,,,,"7414:110","POLYGON((-140 41,-141 41,-141 42,-140 42,-140 41))"
5796829,-136,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-17","2004-08-17",2,1,1,,,,"7313:465","POLYGON((-135 36,-136 36,-136 37,-135 37,-135 36))"
5796833,-136,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-21","2004-08-25",9,1,1,,,,"7313:475","POLYGON((-135 37,-136 37,-136 38,-135 38,-135 37))"
5796834,-136,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-25","2004-08-25",1,1,1,,,,"7313:485","POLYGON((-135 38,-136 38,-136 39,-135 39,-135 38))"
5796843,-138,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-04","2004-09-04",2,1,1,,,,"7313:497","POLYGON((-137 39,-138 39,-138 40,-137 40,-137 39))"
5796837,-136,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-27","2004-08-31",7,1,1,,,,"7313:486","POLYGON((-136 38,-137 38,-137 39,-136 39,-136 38))"
5796839,-137,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-31","2004-09-02",5,1,1,,,,"7313:487","POLYGON((-137 38,-138 38,-138 39,-137 39,-137 38))"
5796842,-139,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-14","2004-09-20",7,1,1,,,,"7313:489","POLYGON((-139 38,-140 38,-140 39,-139 39,-139 38))"
5796846,-138,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-06","2004-09-10",8,1,1,,,,"7313:498","POLYGON((-138 39,-139 39,-139 40,-138 40,-138 39))"
5797137,-142,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-04","2004-10-06",3,1,1,,,,"7314:391","POLYGON((-141 39,-142 39,-142 40,-141 40,-141 39))"
5797138,-142,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-08","2004-10-08",1,1,1,,,,"7314:392","POLYGON((-142 39,-143 39,-143 40,-142 40,-142 39))"
5797141,-143,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-12","2004-10-16",7,1,1,,,,"7314:393","POLYGON((-143 39,-144 39,-144 40,-143 40,-143 39))"
5797131,-142,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-30","2004-09-30",1,1,1,,,,"7314:382","POLYGON((-142 38,-143 38,-143 39,-142 39,-142 38))"
5797130,-141,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-28","2004-10-02",5,1,1,,,,"7314:381","POLYGON((-141 38,-142 38,-142 39,-141 39,-141 38))"
5797127,-140,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-18","2004-09-24",6,1,1,,,,"7314:380","POLYGON((-140 38,-141 38,-141 39,-140 39,-140 38))"
5797117,-140,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-04","2003-11-06",8,1,1,,,,"7314:370","POLYGON((-140 37,-141 37,-141 38,-140 38,-140 37))"
5797119,-141,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-08","2003-11-10",8,1,1,,,,"7314:371","POLYGON((-141 37,-142 37,-142 38,-141 38,-141 37))"
5797120,-142,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-12","2003-11-12",4,1,1,,,,"7314:372","POLYGON((-142 37,-143 37,-143 38,-142 38,-142 37))"
5797111,-142,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-14","2003-11-18",10,1,1,,,,"7314:362","POLYGON((-142 36,-143 36,-143 37,-142 37,-142 36))"
5797108,-142,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-12","2003-11-12",1,1,1,,,,"7314:361","POLYGON((-141 36,-142 36,-142 37,-141 37,-141 36))"
5796830,-136,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-30","2003-10-30",3,1,1,,,,"7313:466","POLYGON((-136 36,-137 36,-137 37,-136 37,-136 36))"
5796826,-137,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-30","2003-10-30",1,1,1,,,,"7313:456","POLYGON((-136 35,-137 35,-137 36,-136 36,-136 35))"
5796828,-137,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-01","2003-11-03",6,1,1,,,,"7313:457","POLYGON((-137 35,-138 35,-138 36,-137 36,-137 35))"
5796807,-138,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-07","2003-11-11",5,1,1,,,,"7313:248","POLYGON((-138 34,-139 34,-139 35,-138 35,-138 34))"
5796810,-139,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-11","2003-11-15",4,1,1,,,,"7313:249","POLYGON((-139 34,-140 34,-140 35,-139 35,-139 34))"
5797100,-142,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-25","2003-12-01",9,1,1,,,,"7314:351","POLYGON((-141 35,-142 35,-142 36,-141 36,-141 35))"
5797101,-142,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-25","2003-11-25",1,1,1,,,,"7314:352","POLYGON((-142 35,-143 35,-143 36,-142 36,-142 35))"
5797103,-143,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-20","2003-11-22",5,1,1,,,,"7314:353","POLYGON((-143 35,-144 35,-144 36,-143 36,-143 35))"
5796982,-142,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-01","2003-04-05",2,1,1,,,,"7314:142","POLYGON((-142 34,-143 34,-143 35,-142 35,-142 34))"
5796984,-143,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-04-05","2003-04-07",2,1,1,,,,"7314:143","POLYGON((-143 34,-144 34,-144 35,-143 35,-143 34))"
5796980,-141,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-01-01","2003-12-11",23,2,1,,,,"7314:141","POLYGON((-141 34,-142 34,-142 35,-141 35,-141 34))"
5796971,-140,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2002-12-25","2003-11-19",8,2,1,,,,"7314:140","POLYGON((-140 34,-141 34,-141 35,-140 35,-140 34))"
5796937,-141,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-01-07","2003-12-17",15,2,1,,,,"7314:130","POLYGON((-140 33,-141 33,-141 34,-140 34,-140 33))"
5796940,-141,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-01-03","2003-12-17",3,2,1,,,,"7314:131","POLYGON((-141 33,-142 33,-142 34,-141 34,-141 33))"
5796947,-142,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-03-12","2003-11-26",15,2,1,,,,"7314:132","POLYGON((-142 33,-143 33,-143 34,-142 34,-142 33))"
5796958,-143,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-03-04","2004-01-06",29,3,1,,,,"7314:133","POLYGON((-143 33,-144 33,-144 34,-143 34,-143 33))"
5796921,-142,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-02-18","2003-12-31",19,3,1,,,,"7314:122","POLYGON((-142 32,-143 32,-143 33,-142 33,-142 32))"
5796928,-143,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-01-08","2003-12-31",11,3,1,,,,"7314:123","POLYGON((-143 32,-144 32,-144 33,-143 33,-143 32))"
5796914,-141,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-01-15","2003-12-23",15,3,1,,,,"7314:121","POLYGON((-141 32,-142 32,-142 33,-141 33,-141 32))"
5796909,-140,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-01-13","2003-11-16",39,2,1,,,,"7314:120","POLYGON((-140 32,-141 32,-141 33,-140 33,-140 32))"
5796789,-138,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-13","2003-10-21",13,1,1,,,,"7313:228","POLYGON((-138 32,-139 32,-139 33,-138 33,-138 32))"
5796792,-139,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-23","2003-10-27",11,1,1,,,,"7313:229","POLYGON((-139 32,-140 32,-140 33,-139 33,-139 32))"
5796779,-136,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-21","2003-09-21",4,1,1,,,,"7313:226","POLYGON((-136 32,-137 32,-137 33,-136 33,-136 32))"
5796784,-137,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-05","2003-10-13",13,1,1,,,,"7313:227","POLYGON((-137 32,-138 32,-138 33,-137 33,-137 32))"
5796778,-135,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-17","2003-10-08",15,2,1,,,,"7313:225","POLYGON((-135 32,-136 32,-136 33,-135 33,-135 32))"
5796747,-134,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-13","2004-08-03",11,3,1,,,,"7313:124","POLYGON((-134 32,-135 32,-135 33,-134 33,-134 32))"
5796742,-132,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-21","2004-07-28",3,1,1,,,,"7313:122","POLYGON((-132 32,-133 32,-133 33,-132 33,-132 32))"
